Model Name,RAM,ROM,CPU,OS,Price
Samsung Galaxy C7,4GB RAM,32/64GB built-in,2.0 GHz Octa-Core Cortex-A53,"Android OS, v6.0.1 (Marshmallow)","32,800/-"
Samsung Galaxy Grand Prime Plus,1.5GB RAM,8GB built-in,1.4 GHz Quad-Core Cortex-A53,Android OS 6.0.1 (Marshmallow),"17,700/-"
Samsung Galaxy Grand Prime,1GB RAM,8GB built-in,1.2 GHz Quad-core Cortex-A53,"Android OS, v4.4.2 (KitKat)","16,999/-"
Samsung Galaxy Grand Prime Pro,1.5GB RAM,16GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android v7.1.1 Nougat,"16,999/-"
Samsung Galaxy J2,1GB RAM,8GB built-in,1.3 GHz Quad-Core Cortex-A7,"Android OS, v5.1.1 (Lollipop)","15,300/-"
Samsung Galaxy A7 2017,3GB RAM,32GB built-in,1.9 GHZ Octa-Core Cortex-A53,"Android OS, v6.0.1 (Marshmallow)",N/A/-
Samsung Galaxy A3 2017,"2GB RAM
Single SIM- microSD card (supports up to 256GB) (dedicated slot)",16GB built-in,1.6 GHz Octa-core Cortex-A53,"Android OS, v6.0.1 (Marshmallow)",N/A/-
Samsung Galaxy A3,1GB RAM,16GB built-in,1.2 GHz Quad-Core Cortex-A53,"Android OS, v4.4.4 (KitKat)",Discontinued/-
Samsung Galaxy S6,3GB RAM,32/64/128GB built-in,1.5 Quad-Core GHz Cortex-A53,"Android OS, v5.0 (Lollipop)",Discontinued/-
Samsung Galaxy A7,2GB RAM,16GB built-in,1.5 GHz Quad-core Cortex-A53,"Android OS, v4.4.4 (KitKat)",Discontinued/-
Samsung Galaxy S6 Edge,3GB RAM,32/64/128GB built-in,1.5 GHz Quad-Core Cortex-A53 + 2.1 GHz Quad-Core Cortex-A57,"Android OS, v5.0.2 (Lollipop)",Discontinued/-
Samsung Galaxy A3 2016,1.5GB RAM,16GB built-in,1.5 GHz Quad-core Cortex-A53,"Android OS, v5.1.1 (Lollipop)",Discontinued/-
Samsung Galaxy Grand Prime Pro,1.5GB RAM,16GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android v7.1.1 Nougat,"16,999/-"
Samsung Galaxy Grand Prime Pro,1.5GB RAM,16GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android v7.1.1 Nougat,"16,999/-"
Samsung Galaxy Grand Prime Pro,1.5GB RAM,16GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android v7.1.1 Nougat,"16,999/-"
Oppo A57,3GB RAM MicroSD card (support up to 256GB) (uses SIM 2 slot),32GB built-in,1.4 GHz Octa-Core Cortex-A53,"Android OS, v6.0 (Marshmallow)","22,899/-"
Oppo A37,2GB RAM,16GB built-in,1.2 GHz Quad-Core Cortex-A53,Android 5.1.1 (Lollipop),"17,999/-"
Oppo Neo 5,1 GB RAM,4GB built-in,1.2 GHz Quad-Core Cortex-A7,"Android OS, v4.3 (Jelly Bean)",Discontinued/-
Oppo F1 Plus,4GB RAM,64GB built-in,2.0 GHz Octa-Core Cortex-A53,"Android OS, v5.1 (Lollipop)",Discontinued/-
Oppo F1s 4GB,4GB RAM,64GB built-in,1.5 GHz Octa-core Cortex-A53,"Android OS, v5.0 (Lollipop)",Discontinued/-
Nokia 2,1GB RAM,8GB built-in,1.3 GHz Quad-Core Cortex-A7,Android 7.1.1 (Nougat) upgradable to Android 8.1 (Oreo),"11,920/-"
Xiaomi Mi Max,3GB RAM,32GB built-in,1.4 GHz Quad-Core Cortex-A53,"Android OS, v6.0 (Marshmallow)","24,000/-"
Xiaomi Redmi Note 4,3GB RAM,32GB built-in,2.0 GHz Octa-Core Cortex-A53,"Android OS, v6.0 (Marshmallow)","18,999/-"
Xiaomi Redmi 4A,2GB RAM MicroSD card,16GB built-in,1.4 GHZ Quad-Core                                             ,Android Os 6.0 (Marshmallow),"14,500/-"
Infinix Note 3 Pro,3GB RAM,16GB built-in,1.3 GHZ Octa-Core,Androis OS v6.0 (Marshmallow),"19,499/-"
Infinix Zero 4,3GB RAM,32GB built-in,Octa-core,Android OS V6.0 (Marshmallow) + XOS,"19,499/-"
Infinix Note 3,2GB RAM,16GB built-in,1.3 GHZ Octa-Core,Androis OS v6.0 (Marshmallow),"17,999/-"
Infinix Zero 2,2GB RAM,16GB built-in,2.0 GHz Octa-Core Cortex-A53,Android v 4.4.2 (Kitkat),"17,800/-"
Infinix Zero 3,3GB RAM,16GB built-in,"2.0 GHz Octa-Core
GPU: PowerVR Series6                                             ",Android V5.1 (Lollipop),"15,999/-"
Infinix Hot Note Pro,2GB RAM,16GB built-in,1.4 GHZ Octa-Core                                             ,Android v5.1 (Lollipop),"14,300/-"
Infinix Hot 4,2GB RAM,16GB built-in,"1.3 GHZ Quad-Core
GPU: MT6580                                             ",Android OS V6.0 (Marshmallow),"12,999/-"
Infinix Hot Note,1GB RAM,16GB built-in,1.4 GHZ Octa-Core                                             ,Android v5.1 (Lollipop),"12,600/-"
Apple iphone 6s,2GB RAM,16/64/128GB built-in,Apple A9                                             ,iOS 9,"54,500/-"
Apple iphone 6 Plus,1 GB RAM,16GB built-in,1.4 Dual-Core GHz Cyclone (ARM v8-based),iOS 8,"42,999/-"
Apple iphone 5S 16GB,1GB DDR3 RAM,16GB built-in, 1.3 GHz Quad-Core Cyclone (ARM v8-based),"iOS 7, upgradable to iOS 8.3","25,799/-"
Model Name,RAM,ROM,CPU,OS,Price
Samsung Galaxy S10 Plus 512GB,8GB RAM,512GB Built-in,Octa-core (2 x 2.7 GHz Mongoose M4 + 2 x 2.3 GHz Cortex-A75 + 4 x 1.9 GHz Cortex-A55),Android 9.0 (Pie),"219,999"
Samsung Galaxy Note 9 512GB,8GB RAM,512GB Built-in,Octa-core (4 x 2.7 GHz Mongoose M3 + 4 x 1.8 GHz Cortex-A55),Android V8.1 Oreo,"170,000"
Samsung Galaxy S10 Plus,8GB RAM,128GB Built-in,Octa-core (2 x 2.7 GHz Mongoose M4 + 2 x 2.3 GHz Cortex-A75 + 4 x 1.9 GHz Cortex-A55),Android 9.0 (Pie),"159,999"
Samsung Galaxy Note 9,6 GB RAM,128 GB Built-in,Octa-core (4 x 2.7 GHz Mongoose M3 + 4 x 1.8 GHz Cortex-A55),Android V8.1 Oreo,"139,999"
Samsung Galaxy S10,8GB RAM,128GB Built-in,Octa-core (2 x 2.7 GHz Mongoose M4 + 2 x 2.3 GHz Cortex-A75 + 4 x 1.9 GHz Cortex-A55),Android 9.0 (Pie),"139,999"
Samsung Galaxy S9 Plus 128GB,6GB RAM,128GB Built-in,Octa-core (4 x 2.7 GHz Mongoose M3 + 4 x 1.8 GHz Cortex-A55),Android V8.0 Oreo,"111,999"
Samsung Galaxy S9 Plus,6GB RAM,64GB Built-in,Octa-core (4 x 2.8 GHz Mongoose M3 + 4 x 1.7 GHz Cortex-A55),Android V8.0 Oreo,"110,999"
Samsung Galaxy S9,4GB RAM,64GB Built-in,Octa-core (4 x 2.8 GHz Mongoose M3 + 4 x 1.7 GHz Cortex-A55),Android V8.0 Oreo,"91,000"
Samsung Galaxy Note 8,6GB RAM,64/128/256GB built-in,Octa-core (4 x 2.3 GHz + 4 x 1.7 GHz),Android v7.1.1 Nougat,"89,999"
Samsung Galaxy S8 Plus,4GB RAM,64GB built-in,Octa-core (4 x 2.3 GHz + 4 x 1.7 GHz),"Android OS, v7.0 (Nougat)","84,999"
Samsung Galaxy S8,4GB RAM,64GB built-in,Octa-core (4 x 2.3 GHz + 4 x 1.7 GHz),"Android OS, v7.0 (Nougat)","79,999"
Samsung Galaxy A9 2018,16M colors,Super AMOLED capacitive touchscreen,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,"79,999/-","79,999"
Samsung Galaxy A70,6GB RAM,128GB Built-in,Octa-core (2 x 2.0 GHz Kryo 460 Gold + 6 x 1.7 GHz Kryo 460 Silver),Android 9.0 (Pie),"67,999"
Samsung Galaxy A8 Plus 2018,autofocus,16 MP,"Super Amoled Capacitive  Touchscreen, 16M Colors, Multitouch",Android v7.1.1 Nougat,"63,999"
Samsung Galaxy A50,4GB RAM,128GB Built-in,Octa-core (4 x 2.3GHz cortex A-73+ 4 x 1.7GHz Cortex-A53),Android 9.0 (Pie),"54,999"
Samsung Galaxy A7 2018,4GB RAM,128GB Built-in,Octa-core (2 x 2.2 GHz Cortex-A73 + 6 x 1.6 GHz Cortex-A53),"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","49,999"
Samsung Galaxy A6 Plus 2018,4GB RAM,64GB Built-in,1.8 Ghz Octa Core Cortex A-53,Android V8.0 Oreo,"49,999"
Samsung Galaxy A6,3GB RAM or 64GB Built-in,32GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android V8.0 Oreo,"42,899"
Samsung Galaxy J8 2018,4GB RAM,64GB Built-in,1.8 Ghz Octa Core Cortex-A53,Android V8.0 Oreo,"40,999"
Samsung Galaxy A30,4GB RAM,64GB Built-in,Octa-core (2 x 1.8 GHz Kryo 260 Gold + 6 x 1.6 GHz Kryo 260 Silver),Android 9.0 (Pie),"40,999"
Samsung Galaxy J7 Pro,3GB RAM,16GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.1.1 Nougat,"34,999"
Samsung Galaxy J7 Pro 64GB,3GB RAM,64GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.1.1 Nougat,"34,500"
Samsung Galaxy J7 Max,4GB RAM,32GB Built-in,2.4 Ghz Octa Core Cortex-A53,Android v7.0 Nougat,"32,499"
Samsung Galaxy A20,3GB RAM,32GB Built-in,1.6Ghz (Dual 1.6 GHz + Hexa 1.35 GHz),Android 9.0 (Pie),"31,499"
Samsung Galaxy J6 Plus,3GB RAM,32GB Built-in,1.4 GHz Quad Core Cortex-A53,Android V8.1 Oreo,"30,999"
Samsung Galaxy J5 Pro,2GB RAM,16GB Built-in,1.6 Ghz Octa Core cortex-A53,Android v7.1 Nougat,"29,999"
Samsung Galaxy J7 Prime,3GB RAM,16GB built-in,1.6 Ghz Octa Core Cortex-A53,Android OS V6.0.1 (Marshmallow),"28,999"
Samsung Galaxy J7 Pro 32GB,3GB RAM,32GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.1.1 Nougat,"28,999"
Samsung Galaxy J6,16M Colors,Super Amoled Capacitive Touchscreen,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,"27,999/-","27,999"
Samsung Galaxy J4 Plus,2 GB RAM,16 GB Built-in,Quad core 1.4 GHz Cortex A53,Android V8.1 Oreo,"23,499"
Samsung Galaxy A10,2GB RAM,32GB Built-in,Octa-core (2 x 1.6 GHz + 6 x 1.35 GHz),Android 9.0 (Pie),"23,499"
Samsung Galaxy J7 Core 3GB,3GB RAM,32GB Built-in,1.6 Ghz Octa Core,Android v7.0 Nougat,"22,999"
Samsung Galaxy J4,2GB RAM,16GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android V8.0 Oreo,"19,999"
Samsung Galaxy J7 Core,2GB RAM,16GB Built-in,1.6 Ghz Octa Core,Android v7.0 Nougat,"18,999"
Samsung Galaxy J4 Core,1GB RAM,16GB Built-in,Quad core 1.4 GHz Cortex A53,Android 8.1 Oreo (Go edition),"18,499"
Samsung Galaxy J2 Core,1GB RAM,8GB Built-in,1.4 Ghz Octa Core Cortex-A53,Android V8.1 Oreo (Go edition),"16,799"
Samsung Galaxy J2 Prime,1.5GB RAM,8GB built-in,1.4 GHz Quad-Core Cortex-A53,"Android OS, v6.0 (Marshmallow)","15,999"
Samsung Galaxy J1 2016,1GB RAM,8GB built-in,1.3 GHz Quad-Core Cortex-A7,Android 5.1.1 (Lollipop),"14,999"
Samsung Galaxy A2 Core,1GB RAM,8GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android 9 (Pie); Go edition,"14,999"
Samsung Galaxy A5 2017,16M colors,Super AMOLED capacitive touchscreen,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,N/A/-,N/A
Samsung Galaxy J5 2017 Price & Specs,2GB RAM,16GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.0 Nougat,N/A
Samsung Galaxy Core 2 Price & Specs,2592 x 1944 pixels,5MP,"TFT capacitive touchscreen, 16M colors, Multitouch","Android OS, v4.4.2 (KitKat)",Discontinued
Samsung Galaxy Note Edge Price & Specs,3GB RAM,32/64GB built-in,2.7 Ghz Quad Core krait 450,"Android OS, v4.4.4 (KitKat), upgradable to v6.0 (Marshmallow)",Discontinued
Samsung Galaxy Core Prime Price & Specs,1GB RAM,8GB built-in,1.2 GHz Quad-Core Cortex-A53,"Android OS, v4.4.2 (KitKat)",Discontinued
Samsung Galaxy Grand Max Price & Specs,1.5GB RAM,16GB built-in,1.2 GHz Quad-Core Cortex-A53,"Android OS, v4.4.4 (KitKat)",Discontinued
Samsung Galaxy S6 Edge Plus Price & Specs,4GB RAM,32/64GB built-in,Octa-core (4 x 2.1 GHz Cortex-A57 + 4 x 1.5 GHz Cortex-A53),"Android OS, v5.1.1 (Lollipop)",Discontinued
Samsung Galaxy A8 2016 Price & Specs,3GB RAM,32GB built-in,"Octa-core (4 x 2.1 GHz Cortex-A57 & 4 x 1.5 GHz Cortex-A53),","Android OS, v5.1 (Lollipop)",Discontinued
Samsung Galaxy Grand Prime 2016 Price & Specs,3264 x 2448 pixels,8MP,"TFT capacitive touchscreen, 16M colors, Multitouch",Android OS 6.0.1 (Marshmallow),Discontinued
Samsung Galaxy J7 2017 Price & Specs,3GB RAM,16GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.0 Nougat,Discontinued
Samsung Galaxy J3 2017 Price & Specs,2GB RAM,16GB Built-in,1.4 Ghz Quad Core cortex-A53,Android v7.0 Nougat,Discontinued
Samsung Galaxy J2 2017 Price & Specs,autofocus,5 MP,"IPS LCD capacitive touchscreen, 16M colors, Multitouch",Android v7.0 Nougat,Discontinued
Samsung Galaxy A8 2018 Price & Specs,4GB RAM,64GB Built-in,Octa-core (2 x 2.2 GHz Cortex-A73 + 6 x 1.6 GHz Cortex-A53),Android v7.1.1 Nougat,Discontinued
Huawei P30 Pro,8GB RAM,256GB Built-in,Octa-core (2 x 2.6 GHz Cortex-A76 + 2 x 1.92 GHz Cortex-A76 + 4 x 1.8 GHz Cortex-A55),Android 9.0 (Pie),"174,999"
Huawei Mate 20 Pro,6GB RAM,128GB Built-in,Octa-core (2 x 2.6 GHz Cortex-A76 + 2 x 1.92 GHz Cortex-A76 + 4 x 1.8 GHz Cortex-A55),Android 9.0 (Pie),"149,999"
Huawei P30,6GB RAM or 64/128/256GB Built-in,128GB Built-in,Octa-core (2 x 2.6 GHz Cortex-A76 + 2 x 1.92 GHz Cortex-A76 + 4 x 1.8 GHz Cortex-A55),Android 9.0 (Pie),"124,999"
Huawei P20 Pro,6GB RAM,128GB Built-in,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),Android V8.0 Oreo,"99,999"
Huawei Mate 10 Pro,4/6GB RAM,64/128GB Built-in,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),Android v8.0,"74,999"
Huawei Nova 3,4GB RAM,128GB Built-in,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),Android V8.1 Oreo,"59,999"
Honor 9,6GB RAM,128GB Built-in,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),Android OS V7.0 (Nougat),"56,999"
Huawei Honor 7,3GB RAM,16GB/64GB built-in,Octa core (4 x 2.2 GHz Cortex A53 + 4 x 1.5 GHz Cortex A53),"Android OS, v5.0 (Lollipop), upgradable to 6.0 (Marshmallow)","40,000"
Huawei P30 Lite,4GB RAM,128GB Built-in,Octa-core (4 x 2.2 GHz Cortex-A73 + 4 x 1.7 GHz Cortex-A53),Android 9.0 (Pie),"39,999"
Huawei Nova 3i,4GB RAM,128GB Built-in,Octa-core (4 x 2.2 GHz Cortex-A73 + 4 x 1.7 GHz Cortex-A53),Android V8.1 Oreo,"36,999"
Huawei Y9 2019,4GB RAM,64GB Built-in,Octa-core (4 x 2.2 GHz Cortex-A73 + 4 x 1.7 GHz Cortex-A53),Android V8.1 Oreo,"35,999"
Huawei P20 Lite,4GB RAM,64/128GB Built-in,Octa-core (4 x 2.36 GHz Cortex-A53 + 4 x 1.7 GHz Cortex-A53),Android V8.0 Oreo,"34,999"
Huawei Y9 Prime 2019,4GB RAM,128GB Built-in,Octa-core (4 x 2.2 GHz Cortex-A73 + 4 x 1.7 GHz Cortex-A53),Android 9.0 (Pie),"33,999"
Huawei P10 Lite,4GB RAM,32GB built-in,Octa-core (4 x 2.1 GHz Cortex-A53 + 4 x 1.7 GHz Cortex-A53),"Android OS, v7.0 (Nougat)","31,999"
Huawei ShotX,3GB RAM,32GB built-in,Octa core (4 x 1.7 GHz Cortex A53 + 4 x 1.2 GHz Cortex A53),"Android OS, v5.1 (Lollipop)","30,000"
Huawei MediaPad T3 10,2/3GB RAM,16/32GB Built-in,1.4 Ghz Quad-Core Cortex-A53,Android v7.0 Nougat,"28,699"
Huawei Y9 2018,3GB RAM,32GB Built-in,Octa-core (4 x 2.36 GHz Cortex-A53 + 4 x 1.7 GHz Cortex-A53),Android V8.0 Oreo,"27,499"
Huawei Y7 Prime 2018,3GB RAM,32GB Built-in,1.4 GHz Octa Core Cortex-A53,Android V8.0 Oreo,"27,499"
Honor 9 Lite,3GB RAM,32GB Built-in,2.36 GHz Octa (4 x 2.36 GHz Core Cortex-A53 & 4 x 1.7 GHz Core Cortex-A53),Android V8.0 Oreo,"26,999"
Huawei Y7 Prime 2019,3GB RAM,32GB Built-in,1.8 Ghz Octa Core Cortex-A53,Android V8.1 Oreo,"26,999"
Honor 7X,3GB RAM,32GB Built-in,Octa-core (4 x 2.36 GHz Cortex-A53 + 4 x 1.7 GHz Cortex-A53),Android v7.0 Nougat,"25,999"
Honor 7C,3GB RAM or 64GB Built-in,32GB Built-in,1.8 GHz Octa-Core Cortex-A53,Android V8.0 Oreo,"24,999"
Huawei P Smart,3GB RAM,32GB Built-in,Octa-core (4 x 2.36 GHz Cortex-A53 + 4 x 1.7 GHz Cortex-A53),Android V8.0 Oreo,"23,999"
Huawei Y7 Prime,3GB RAM,32GB Built-in,1.4Ghz Octa Core Cortex-A53,Android v7.0 Nougat,"22,999"
Huawei Y6 Prime 2019,2GB RAM,32GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android 9.0 (Pie),"21,499"
Huawei Y5 2019,2GB RAM,16/32GB Built-in,2.0 Ghz Quad Core Cortex-A53,Android 9.0 (Pie),"19,999"
Huawei Y6 LTE,1GB/2GB RAM,8GB built-in,1.1 GHZ Quad core Cortex A7,Android v5.1.1 (Lollipop),"19,500"
Huawei Y6II,2GB RAM,16GB built-in,1.2 GHz Octa Core Cortex A53,"Android OS, v6.0 (Marshmallow)","18,999"
Huawei Y6 Prime 2018,2GB RAM,16GB Built-in,1.4 Ghz Octa Core,Android V8.0 Oreo,"18,999"
Huawei Y5 Prime 2018,2GB RAM,16GB Built-in,1.3 Ghz Quad Core Cortex-A53,Android 8.1 Oreo (Go edition),"18,499"
Huawei MediaPad T3 7,1/2GB RAM,8/16GB Built-in,1.3 Ghz Quad-Core,Android v6.0 Marshmallow,"16,700"
Huawei Y5 Lite,1GB RAM,16GB Built-in,1.5 Ghz Quad Core Cortex-A53,Android V8.1 Oreo ; (Android Oreo Go edition),"15,500"
Huawei Y6 Pro 3G,2GB RAM,16GB built-in,1.3 GHz Quad Core Cortex A53,Android V5.1 (Lollipop),"14,999"
Huawei Y3 2017 3G,1GB RAM,8GB Built-in,1.3 Ghz Quad Core Cortex-A7,Android v6.0 Marshmallow,"13,900"
Huawei Y5II,1GB RAM,8GB built-in,1.3 GHz Quad-Core Cortex-A7,"Android OS, v5.1 (Lollipop)","11,999"
Huawei Y3II,1GB RAM,8GB built-in,1.3 GHz Quad-Core Cortex-A7,"Android OS, v5.1 (Lollipop)","9,799"
Huawei P10,4GB RAM,32/64GB built-in,Octa-core (4x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),"Android OS, V7.0 (Nougat)",N/A
Huawei P10 Plus,6/8GB RAM,128/256GB built-in,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),"Android OS, V7.0 (Nougat)",N/A
Huawei Mate 10,4GB RAM,64GB Built-in,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),Android v8.0,N/A
Huawei Honor 3C Price & Specs,2GB RAM,8GB built-in,1.3 GHz Quad Core Cortex A7,"Android OS, v4.2.2 (Jelly Bean)",Discontinued
Huawei P8 Price & Specs,3GB RAM,32GB/64GB built-in,Octa core (4 x 2.0 GHz Cortex A53 + 4 x 1.5 GHz Cortex A53),"Android OS, v5.0.2 (Lollipop)",Discontinued
Huawei Ascend Mate 8 Price & Specs,3/4GB RAM,32/64GB Built-in,"2.3 GHz Quad-Core Cortex A72, 1.8 GHz Quad-Core Cortex-A53","Android OS, v6.0 (Marshmallow), upgradable to 7.0 (Nougat)",Discontinued
Huawei P8 Dual SIM Price & Specs,3GB RAM,16/64GB built-in,Octa-core (4 x 2.0 GHz Cortex-A53 + 4 x 1.5 GHz Cortex-A53),"Android OS, v5.0.2 (Lollipop), planned upgrade to 6.0 (Marshmallow)",Discontinued
Huawei P9 Price & Specs,3/4GB RAM,32/64GB built-in,Octa-core (4 x 2.5 GHz Cortex-A72 + 4 x 1.8 GHz Cortex-A53),"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",Discontinued
Huawei Y5 2017,2GB RAM,16GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android v6.0 Marshmallow,Discontinued
Huawei Y3 2017,1GB RAM,8GB Built-in,1.3 Ghz Quad Core Cortex-A7,Android v6.0 Marshmallow,Discontinued
Vivo V15 Pro,6GB RAM,128GB Built-in,Octa-core (2 x 2.0 GHz Kryo 460 Gold + 6 x 1.7 GHz Kryo 460 Silver),Android 9.0 (Pie),"59,999"
Vivo V11 Pro,6GB RAM,128GB Built-in,Octa-core (4 x 2.2 GHz Kryo 260 + 4 x 1.8 GHz Kryo 260),Android V8.1 Oreo,"53,999"
Vivo V15,6GB RAM,64GB Built-in,Octa-core (4 x 2.1 GHz Cortex-A73 + 4 x 2.0 GHz Cortex-A53),Android 9.0 (Pie),"45,999"
Vivo V11,4GB RAM,128GB Built-in,Octa-core (4 x 2.2 GHz Kryo 260 + 4 x 1.8 GHz Kryo 260),Android V8.1 Oreo,"43,999"
Vivo Y17,4GB RAM,128GB Built-in,Octa-core (4 x 2.3 GHz Cortex-A53 + 4 x 1.8 GHz Cortex-A53),Android 9.0 Pie,"36,999"
Vivo Y95,4GB RAM,64GB Built-in,Octa-core (2 x 1.95 GHz Cortex-A53 + 6 x 1.45 GHz Cortex A53),Android V8.1 Oreo,"31,999"
Vivo V9 Price in Pakistan and Specifications,4GB RAM,64GB Built-in,Octa core,Android V8.0 Oreo,"29,999"
Vivo Y15,4GB RAM,64GB Built-in,2.0 Ghz Octa Core Cortex-A53,Android 9.0 Pie,"29,999"
Vivo Y91,3GB RAM,64GB Built-in,Octa-core (2 x 1.95 GHz Cortex-A53 + 6 x 1.45 GHz Cortex A53),Android V8.1 Oreo,"26,999"
Vivo Y93,3GB RAM,32GB Built-in,Octa-core (2 x 1.95 GHz Cortex-A53 + 6 x 1.45 GHz Cortex A53),Android V8.1 Oreo,"24,999"
Vivo Y91c,2GB RAM,32GB Built-in,2.0 Ghz Octa Core,Android V8.1 Oreo,"18,999"
